1637,QUEEN STATION,YU,SUUT,Unauthorized at Track Level
1638,PAPE STATION,BD,MUSAN,Unsanitary Vehicle
1639,SPADINA YUS STATION,YU,SUO,Passenger Other
1640,SPADINA BD STATION,BD,SUAP,Assault / Patron Involved
1641,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
1642,SHEPPARD WEST STATION,YU,SUDP,Disorderly Patron
1643,LESLIE STATION,SHP,MUSC,Miscellaneous Speed Control
1644,EGLINTON STATION,YU,PUTWZ,Work Zone Problems - Track
1645,YORK MILLS STATION,YU,PUTWZ,Work Zone Problems - Track
1646,EGLINTON STATION,YU,PUTWZ,Work Zone Problems - Track
1647,LAWRENCE STATION,YU,MUSC,Miscellaneous Speed Control
1648,CHESTER STATION,BD,EUPI,Propulsion System
1649,ROYAL YORK STATION,BD,EUSC,Speed Control Equipment  
1650,DAVISVILLE STATION,YU,PUSI,Signals or Related Components Failure 
1651,ROYAL YORK STATION,BD,EUSC,Speed Control Equipment  
1652,DOWNSVIEW PARK STATION,YU,TUCC,Transit Control Related Problems
1653,EGLINTON STATION,YU,PUSWZ,Work Zone Problems - Signals
1654,ROYAL YORK STATION,BD,MUSC,Miscellaneous Speed Control
1655,KENNEDY SRT STATION,SRT,ERDB,Disc Brakes
1656,KENNEDY SRT STATION,SRT,MRO,Miscellaneous Other
1657,RUNNYMEDE STATION,BD,TUS,Crew Unable to Maintain Schedule
1658,COXWELL STATION,BD,TUOS,Operator Overshot Platform
1659,SHEPPARD STATION,YU,SUUT,Unauthorized at Track Level
1660,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
1661,SHEPPARD STATION,YU,MUO,Miscellaneous Other
1662,WELLESLEY STATION,YU,TUOS,Operator Overshot Platform
1663,DUNDAS WEST STATION,BD,TUMVS,Operator Violated Signal
1664,EGLINTON STATION,YU,PUSTS,Signals - Train Stops
1665,VAUGHAN MC STATION,YU,EUNT,Equipment - No Trouble Found
1666,UNION STATION,YU,SUDP,Disorderly Patron
1667,DUNDAS WEST STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
1668,FINCH WEST STATION,YU,SUPOL,Held By Polce - Non-TTC Related
1669,VAUGHAN MC STATION,YU,SUDP,Disorderly Patron
1670,MIDLAND STATION,SRT,ERDO,Door Problems - Faulty Equipment
1671,ELLESMERE STATION,SRT,ERCD,Consequential Delay (2nd Delay Same Fault)
1672,WILSON STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1673,LESLIE STATION,SHP,MUSC,Miscellaneous Speed Control
1674,KENNEDY SRT STATION,SRT,ERLV,Low Voltage
1675,EGLINTON STATION,YU,PUSWZ,Work Zone Problems - Signals
1676,KEELE STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1677,GREENWOOD YARD,BD,PUSSW,Track Switch Failure - Signal Related Problem
1678,COXWELL STATION,BD,PUSSW,Track Switch Failure - Signal Related Problem
1679,WARDEN STATION,BD,MUDD,Door Problems - Debris Related
1680,COXWELL STATION,BD,PUSSW,Track Switch Failure - Signal Related Problem
1681,COXWELL STATION,BD,PUSSW,Track Switch Failure - Signal Related Problem
1682,YONGE BD STATION,BD,TUSC,Operator Overspeeding
1683,KENNEDY BD STATION,BD,TUMVS,Operator Violated Signal
1684,KIPLING STATION,BD,TUMVS,Operator Violated Signal
1685,LAWRENCE STATION,YU,MUPR1,Priority One - Train in Contact With Person
1686,EGLINTON STATION,YU,PUSTS,Signals - Train Stops
1687,VICTORIA PARK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1688,KIPLING STATION,BD,SUG,Graffiti / Scratchiti
1689,ST CLAIR STATION,YU,PUSSW,Track Switch Failure - Signal Related Problem
1690,DUFFERIN STATION,BD,SUDP,Disorderly Patron
1691,KIPLING STATION,BD,SUDP,Disorderly Patron
1692,EGLINTON STATION,YU,MUSC,Miscellaneous Speed Control
1693,LESLIE STATION,SHP,TUSC,Operator Overspeeding
1694,LESLIE STATION,SHP,TUMVS,Operator Violated Signal
1695,ST CLAIR WEST STATION,YU,SUDP,Disorderly Patron
1696,ST ANDREW STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1697,LAWRENCE EAST STATION,SRT,ERDO,Door Problems - Faulty Equipment
1698,VAUGHAN MC STATION,YU,TUNIP,Operator Not In Position
1699,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1700,CHRISTIE STATION,BD,SUDP,Disorderly Patron
1701,YORK MILLS STATION,YU,EUYRD,Yard/Carhouse Related Problems
1702,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
1703,WELLESLEY STATION,YU,PUTS,Structure Related Problem
1704,JANE STATION,BD,TUSC,Operator Overspeeding
1705,MAIN STREET STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1706,FINCH STATION,YU,TUSC,Operator Overspeeding
1707,EGLINTON STATION,YU,PUSNT,Signal Problem - No Trouble
1708,YORK UNIVERSITY STATIO,YU,EUDO,Door Problems - Faulty Equipment
1709,SHEPPARD STATION,YU,MUSC,Miscellaneous Speed Control
1710,DAVISVILLE STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1711,KENNEDY SRT STATION,SRT,ERDB,Disc Brakes
1712,EGLINTON STATION,YU,PUSO,S/E/C Department Other
1713,ST CLAIR WEST STATION,YU,MUATC,ATC Project
1714,NORTH YORK CTR STATION,YU,TUSC,Operator Overspeeding
1715,DAVISVILLE STATION,YU,PUTDN,#N/A
1716,DUNDAS STATION,YU,PUTR,Rail Related Problem
1717,COLLEGE STATION,YU,TUMVS,Operator Violated Signal
1718,DUNDAS STATION,YU,SUO,Passenger Other
1719,PAPE STATION,BD,EUBK,Brakes
1720,COLLEGE STATION,YU,TUO,Transportation Department - Other
1721,WILSON YARD,YU,MUODC,Overhead Door Contact
1722,VAUGHAN MC STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1723,ST GEORGE BD STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
1724,BLOOR STATION,YU,EUSC,Speed Control Equipment  
1725,NORTH YORK CTR STATION,YU,TUSC,Operator Overspeeding
1726,COLLEGE STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1727,SHEPPARD WEST STATION,YU,TUNIP,Operator Not In Position
1728,SUMMERHILL STATION,YU,PUSTC,Signals - Track Circuit Problems
1729,KING STATION,YU,EUDO,Door Problems - Faulty Equipment
1730,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1731,NORTH YORK CTR STATION,YU,MUTD,Training Department Related Delays
1732,BATHURST STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1733,VAUGHAN MC STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1734,SUMMERHILL STATION,YU,PUSTC,Signals - Track Circuit Problems
1735,KENNEDY SRT STATION,SRT,ERDO,Door Problems - Faulty Equipment
1736,SUMMERHILL STATION,YU,PUSTC,Signals - Track Circuit Problems
1737,NORTH YORK CTR STATION,YU,TUSC,Operator Overspeeding
1738,COXWELL STATION,BD,SUDP,Disorderly Patron
1739,BLOOR STATION,YU,MUO,Miscellaneous Other
1740,ST GEORGE BD STATION,BD,EUPI,Propulsion System
1741,WARDEN STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1742,LAWRENCE WEST STATION,YU,EUDO,Door Problems - Faulty Equipment
1743,COXWELL STATION,BD,EUCD,Consequential Delay (2nd Delay Same Fault)
1744,PAPE STATION,BD,SUDP,Disorderly Patron
1745,SUMMERHILL STATION,YU,PUSTC,Signals - Track Circuit Problems
1746,SUMMERHILL STATION,YU,PUSTC,Signals - Track Circuit Problems
1747,KENNEDY BD STATION,BD,EUCD,Consequential Delay (2nd Delay Same Fault)
1748,LAWRENCE WEST STATION,YU,MUATC,ATC Project
1749,YORKDALE STATION,YU,MUATC,ATC Project
1750,SUMMERHILL STATION,YU,PUSTC,Signals - Track Circuit Problems
1751,DAVISVILLE STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1752,LAWRENCE STATION,YU,SUUT,Unauthorized at Track Level
1753,FINCH STATION,YU,TUMVS,Operator Violated Signal
1754,YORK MILLS STATION,YU,TUMVS,Operator Violated Signal
1755,MAIN STREET STATION,BD,SUDP,Disorderly Patron
1756,OLD MILL STATION,BD,TUMVS,Operator Violated Signal
1757,YORKDALE STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1758,KEELE STATION,BD,SUO,Passenger Other
1759,BATHURST STATION,BD,SUEAS,Emergency Alarm Station Activation
1760,UNION STATION,YU,PUSAC,Signals Axle Counter Block Failure
1761,ST GEORGE BD STATION,BD,EUME,RC&S Maintenance Error - (Human)
1762,LAWRENCE STATION,YU,MUSC,Miscellaneous Speed Control
1763,DUNDAS STATION,YU,MUSC,Miscellaneous Speed Control
1764,QUEEN STATION,YU,PUTR,Rail Related Problem
1765,QUEEN STATION,YU,PUTR,Rail Related Problem
1766,YORK MILLS STATION,YU,EUSC,Speed Control Equipment  
1767,DUNDAS WEST STATION,BD,TUMVS,Operator Violated Signal
1768,GLENCAIRN STATION,YU,EUDO,Door Problems - Faulty Equipment
1769,DON MILLS STATION,SHP,MUTD,Training Department Related Delays
1770,SUMMERHILL STATION,YU,TUOS,Operator Overshot Platform
1771,EGLINTON STATION,YU,TUNIP,Operator Not In Position
1772,SHERBOURNE STATION,BD,PUTTC,Track Circuit Problems - Re: Defective Bolts/Bonding
1773,SPADINA YUS STATION,YU,SUDP,Disorderly Patron
1774,DUNDAS STATION,YU,TUO,Transportation Department - Other
1775,SHERBOURNE STATION,BD,SUDP,Disorderly Patron
1776,EGLINTON WEST STATION,YU,MUD,Door Problems - Passenger Related
1777,ST GEORGE BD STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1778,BLOOR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1779,FINCH STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1780,NORTH YORK CTR STATION,YU,TUSC,Operator Overspeeding
1781,GLENCAIRN STATION,YU,EUDO,Door Problems - Faulty Equipment
1782,NORTH YORK CTR STATION,YU,TUSC,Operator Overspeeding
1783,RUNNYMEDE STATION,BD,SUDP,Disorderly Patron
1784,MCCOWAN STATION,SRT,TRO,Transportation Department - Other
1785,KENNEDY BD STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1786,VICTORIA PARK STATION,BD,SUDP,Disorderly Patron
1787,LESLIE STATION,SHP,TUSC,Operator Overspeeding
1788,QUEEN'S PARK STATION,YU,MUPLB,Fire/Smoke Plan B - Source TTC
1789,SPADINA BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1790,DONLANDS STATION,BD,EUSC,Speed Control Equipment  
1791,MCCOWAN STATION,SRT,MRO,Miscellaneous Other
1792,MIDLAND STATION,SRT,ERDO,Door Problems - Faulty Equipment
1793,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
1794,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1795,VAUGHAN MC STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1796,LESLIE STATION,SHP,TUSC,Operator Overspeeding
1797,MCCOWAN STATION,SRT,ERWA,Warning Alarm Systems
1798,DUNDAS WEST STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1799,SHEPPARD STATION,YU,PUCSC,Signal Control Problem - Signals
1800,SHEPPARD STATION,YU,PUCSC,Signal Control Problem - Signals
1801,VAUGHAN MC STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1802,SHEPPARD STATION,YU,TUO,Transportation Department - Other
1803,SHEPPARD STATION,YU,PUCSC,Signal Control Problem - Signals
1804,CASTLE FRANK STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1805,EGLINTON STATION,YU,EUSC,Speed Control Equipment  
1806,COXWELL STATION,BD,TUNIP,Operator Not In Position
1807,SUMMERHILL STATION,YU,SUCOL,Collector Booth Alarm Activated
1808,COLLEGE STATION,YU,SUUT,Unauthorized at Track Level
1809,LAWRENCE WEST STATION,YU,MUATC,ATC Project
1810,QUEEN STATION,YU,EUATC,ATC RC&S Equipment
1811,UNION STATION,YU,EUECD,ECD / Line Mechanic Related Prob.
1812,WELLESLEY STATION,YU,SUAP,Assault / Patron Involved
1813,BATHURST STATION,BD,TUOS,Operator Overshot Platform
1814,LAWRENCE EAST STATION,SRT,MRTO,Timeout
1815,SHEPPARD STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1816,SHEPPARD STATION,YU,SUPOL,Held By Polce - Non-TTC Related
1817,SUMMERHILL STATION,YU,PUTR,Rail Related Problem
1818,CHESTER STATION,BD,SUEAS,Emergency Alarm Station Activation
1819,EGLINTON STATION,YU,PUTWZ,Work Zone Problems - Track
1820,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
1821,BATHURST STATION,BD,SUDP,Disorderly Patron
1822,SHEPPARD STATION,YU,PUCSC,Signal Control Problem - Signals
1823,MCCOWAN STATION,SRT,ERTC,Train Control - VOBC
1824,SHEPPARD STATION,YU,PUCSC,Signal Control Problem - Signals
1825,YORK MILLS STATION,YU,PUTR,Rail Related Problem
1826,FINCH STATION,YU,EUDO,Door Problems - Faulty Equipment
1827,MCCOWAN STATION,SRT,MRO,Miscellaneous Other
1828,YORK MILLS STATION,YU,PUTR,Rail Related Problem
1829,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
1830,DOWNSVIEW PARK STATION,YU,SUCOL,Collector Booth Alarm Activated
1831,DAVISVILLE STATION,YU,EUSC,Speed Control Equipment  
1832,SUMMERHILL STATION,YU,PUTR,Rail Related Problem
1833,SUMMERHILL STATION,YU,PUTR,Rail Related Problem
1834,DONLANDS STATION,BD,EUSC,Speed Control Equipment  
1835,UNION STATION,YU,MUATC,ATC Project
1836,KEELE STATION,BD,TUMVS,Operator Violated Signal
1837,EGLINTON STATION,YU,TUSUP,Supervisory Error
1838,GLENCAIRN STATION,YU,EUDO,Door Problems - Faulty Equipment
1839,EGLINTON STATION,YU,EUBK,Brakes
1840,BLOOR STATION,YU,SUDP,Disorderly Patron
1841,SUMMERHILL STATION,YU,PUTR,Rail Related Problem
1842,SUMMERHILL STATION,YU,PUSI,Signals or Related Components Failure 
1843,COLLEGE STATION,YU,SUDP,Disorderly Patron
1844,BLOOR STATION,YU,SUDP,Disorderly Patron
1845,UNION STATION,YU,EUDO,Door Problems - Faulty Equipment
1846,CASTLE FRANK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1847,KIPLING STATION,BD,TUNIP,Operator Not In Position
1848,WARDEN STATION,BD,TUMVS,Operator Violated Signal
1849,PAPE STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1850,EGLINTON STATION,YU,PUSTS,Signals - Train Stops
1851,BATHURST STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
1852,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
1853,ST CLAIR WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1854,EGLINTON STATION,YU,EUDO,Door Problems - Faulty Equipment
1855,LESLIE STATION,SHP,MUSC,Miscellaneous Speed Control
1856,DUFFERIN STATION,BD,SUDP,Disorderly Patron
1857,ROSEDALE STATION,YU,MUPLB,Fire/Smoke Plan B - Source TTC
1858,ROSEDALE STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1859,KENNEDY BD STATION,BD,MUSAN,Unsanitary Vehicle
1860,VAUGHAN MC STATION,YU,MUATC,ATC Project
1861,EGLINTON STATION,YU,SUDP,Disorderly Patron
1862,SHEPPARD WEST STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1863,GREENWOOD STATION,BD,EUSC,Speed Control Equipment  
1864,QUEEN STATION,YU,EUYRD,Yard/Carhouse Related Problems
1865,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
1866,QUEEN'S PARK STATION,YU,EUDO,Door Problems - Faulty Equipment
1867,DUFFERIN STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1868,HIGH PARK STATION,BD,MUD,Door Problems - Passenger Related
1869,KIPLING STATION,BD,TUMVS,Operator Violated Signal
1870,VICTORIA PARK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1871,KENNEDY SRT STATION,SRT,ERTC,Train Control - VOBC
1872,OLD MILL STATION,BD,EUDO,Door Problems - Faulty Equipment
1873,WOODBINE STATION,BD,MUPLC,Fire/Smoke Plan C
